name:es_aa,2014
Argentina,0.301
Barbados,0.88
Banglades,0.964
Bolivia,1.097
Brasil,0.577
Bahamas,0.64
Botsuana,0.302
Belice,0.674
RD Congo,0.351
Costa de Marfil,0.045
Chile,0.791
Camerun,0.447
China,1.292
Hebei,0.894
Nei Mongol,1.294
Jilin,0.825
Heilongjiang,0.903
Jiangsu,1.143
Fujian,0.762
Shandong,0.837
Hubei,0.883
Guangdong,0.79
Sichuan,0.935
Yunnan,1.042
Xizang,1.015
Gansu,2.044
Qinghai,2.13
Xinjiang,1.635
Colombia,0.656
Costa Rica,1.055
Republica Dominicana,0.308
Ecuador,0.71
Etiopia,0.616
Ghana,0.167
Guatemala,0.613
Guyana,0.819
Honduras,0.641
Haiti,0.379
Indonesia,0.442
India,0.845
Andhra Pradesh,0.696
Gujarat,0.749
Karnataka,0.954
Maharashtra,0.656
Madhya Pradesh,0.816
Punjab,0.616
Rajasthan,1.173
Tamil Nadu,0.766
Uttar Pradesh,0.401
West Bengal,0.333
Jamaica,0.242
Kenia,0.962
Sri Lanka,0.253
Liberia,0.521
Birmania,0.262
Malaui,0.132
Mexico,1.116
Mozambique,0.312
Nigeria,0.382
Nicaragua,1.163
Nepal,0.556
Panama,0.891
Peru,0.883
Pakistan,0.453
Paraguay,0.347
Ruanda,0.434
Sierra Leona,0.575
Senegal,0.723
Surinam,0.466
El Salvador,1.124
Tayikistan,0.22
Trinidad y Tobago,0.866
Tanzania,0.344
Uganda,0.488
Uruguay,2.027
Venezuela,0.19
Vietnam,0.445
Sudafrica,1.485
Zambia,0.369
Zimbabue,0.272
