name:es_aa,2014
Argentina,1.19
Barbados,0.761
Banglades,1.209
Bolivia,0.655
Brasil,2.128
Bahamas,0.466
Botsuana,0.749
Belice,1.304
RD Congo,0.797
Costa de Marfil,1.06
Chile,1.419
Camerun,0.723
China,1.56
Hebei,1.427
Nei Mongol,1.317
Jilin,1.277
Heilongjiang,1.307
Jiangsu,1.409
Fujian,1.353
Shandong,1.451
Hubei,1.266
Guangdong,1.387
Sichuan,1.258
Yunnan,1.337
Xizang,1.375
Gansu,1.473
Qinghai,1.546
Xinjiang,1.601
Colombia,0.978
Costa Rica,1.378
Republica Dominicana,1.534
Ecuador,0.999
Etiopia,1.216
Ghana,1.17
Guatemala,1.384
Guyana,0.597
Honduras,1.264
Haiti,0.908
Indonesia,1.196
India,1.434
Andhra Pradesh,1.223
Gujarat,1.391
Karnataka,1.895
Maharashtra,1.493
Madhya Pradesh,1.291
Punjab,1.237
Rajasthan,1.347
Tamil Nadu,1.47
Uttar Pradesh,1.164
West Bengal,1.311
Jamaica,0.996
Kenia,1.459
Sri Lanka,1.07
Liberia,1.392
Birmania,0.647
Malaui,1.188
Mexico,0.889
Mozambique,0.821
Nigeria,1.171
Nicaragua,1.556
Nepal,1.337
Panama,1.379
Peru,1.416
Pakistan,1.211
Paraguay,0.668
Ruanda,1.614
Sierra Leona,0.966
Senegal,1.132
Surinam,0.209
El Salvador,1.313
Tayikistan,0.45
Trinidad y Tobago,0.24
Tanzania,1.27
Uganda,1.307
Uruguay,1.503
Venezuela,0.107
Vietnam,1.317
Sudafrica,0.991
Zambia,0.909
Zimbabue,0.846
