name:en_aa,Enabling framework,Financing and Investments,GHG management,Score,Value chains
Andhra Pradesh,1.40100358157,0.479937082519,1.33175516655,1.19526425342,1.94078947368
Argentina,1.31800612239,0.21377972435,1.77049143569,1.38931139741,3.54934210526
Bahamas,0.356262357504,0.597803819444,0.416666666667,0.480563194098,0.641447368421
Bangladesh,1.29760643695,0.664984000469,0.650810075187,1.20178898545,2.57086466165
Barbados,0.741180975515,0.363396671506,0.5625,0.642333496921,1.01644736842
Belize,1.20523717512,0.255392418906,1.21949651898,0.810716020937,0.460526315789
Bolivia,0.611715548435,1.7255849136,1.21287142584,1.04050951259,0.641447368421
Botswana,0.601364569023,0.371326234315,0.355252898175,0.588840655186,1.22406015038
Brazil,1.97878075056,0.690821649522,3.12790401354,2.11975360764,4.34539473684
Cameroon,0.646361891866,0.243298891799,0.884382085007,0.563890985157,0.664661654135
Chile,1.80764382191,0.933188275244,3.05009881156,1.96727225412,3.37828947368
China,1.54450661674,1.45934133582,3.24311158772,2.2920717856,5.0
Colombia,1.23476878616,0.48322342137,2.96797558158,1.39196561495,2.05263157895
Costa Rica,1.51753375752,0.787411744306,2.41317950436,1.49337184669,1.92105263158
Côte d'Ivoire,1.18773651849,0.00554706218149,0.418605529886,0.710414217187,1.13909774436
DR Congo,0.553784541566,0.188008332087,1.07162646938,0.5460569032,0.715977443609
Dominican Republic,1.26289178735,0.257339912985,2.20013008573,1.01895714906,0.710526315789
Ecuador,1.23678979797,0.458315426778,1.58648238444,1.02561053647,1.03618421053
El Salvador,1.26701027822,0.637543353924,0.980158804175,1.02765672756,1.21710526316
Ethiopia,1.17853437666,0.529370416764,0.96616352332,1.16954790043,2.62932330827
Fujian,1.38820998545,0.826444266957,2.78179441937,1.8170324898,3.97697368421
Gansu,1.62930203635,1.60675381435,3.3651277527,2.25430559544,4.10526315789
Ghana,1.05133338639,0.17321944566,1.76095774495,1.0661353312,2.19661654135
Guangdong,1.39262948008,0.883651115252,3.2401277527,1.94171892109,4.22368421053
Guatemala,1.33698623819,1.55550732618,1.44648011827,1.40098450034,1.21710526316
Gujarat,1.49606762241,0.477513612347,1.24842183322,1.25016151291,2.14144736842
Guyana,0.784592895147,0.37262012987,0.705901097939,0.541376782763,0.0657894736842
Haiti,0.886137226217,0.243937974187,0.071337373318,0.635874482726,1.31691729323
Hebei,1.53088150261,1.00307526873,3.03179441937,1.9927153972,4.16447368421
Heilongjiang,1.50340140042,0.767225859357,3.03179441937,1.93958695456,4.35526315789
Honduras,1.06368267755,2.0563942148,1.56075050238,1.49903680555,1.48355263158
