name:en_aa,name:en_var,type_var,unit,2013,2014
Bahamas,Wind capacity,value,MW,0.00,0.00
Bahamas,Biomass & waste capacity,value,MW,0.00,0.00
Bahamas,Geothermal capacity,value,MW,0.00,0.00
Bahamas,Small hydro capacity,value,MW,0.00,0.00
Bahamas,Large hydro capacity,value,MW,0.00,0.00
Bahamas,Nuclear capacity,value,MW,0.00,0.00
Bahamas,Coal capacity,value,MW,0.00,0.00
Bahamas,Natural gas capacity,value,MW,0.00,0.00
Bahamas,Oil & diesel capacity,value,MW,575.50,575.50
Bahamas,Other fossil fuels capacity,value,MW,0.00,0.00
Bahamas,All capacity,value,MW,575.50,575.50
Bahamas,Clean energy installed capacity,value,MW,0.00,0.00
Bahamas,Growth rate of clean energy installed capacity,value,%,0.00,0.00
Bahamas,Solar generation,value,GWh,0.00,0.00
Bahamas,Wind generation,value,GWh,0.00,0.00
Bahamas,Biomass & waste generation,value,GWh,0.00,0.00
Bahamas,Geothermal generation,value,GWh,0.00,0.00
Bahamas,Small hydro generation,value,GWh,0.00,0.00
Bahamas,Large hydro generation,value,GWh,0.00,0.00
Bahamas,Nuclear generation,value,GWh,0.00,0.00
Bahamas,Coal generation,value,GWh,0.00,0.00
Bahamas,Natural gas generation,value,GWh,0.00,0.00
Bahamas,Oil & diesel generation,value,GWh,2167.79,2167.79
Bahamas,Other fossil fuels generation,value,GWh,0.00,0.00
Bahamas,All generation,value,GWh,2167.79,2167.79
Bahamas,Clean energy electricity generation,value,GWh,0.00,0.00
Bahamas,Growth rate of clean energy electricity generation,value,%,0.00,0.00
Bahamas,Biofuels production,value,bn litres,0.00,0.00
Bahamas,Growth rate biofuels production,value,%,0.00,0.00
Bahamas,Average retail electricity prices,value,USD/MWh,308.81,295.81
Bahamas,Average residential electricity prices,value,USD/MWh,290.30,277.30
Bahamas,Average commercial electricity prices,value,USD/MWh,325.28,312.28
Bahamas,Average industrial electricity prices,value,USD/MWh,310.86,297.86
Bahamas,Average electricity spot prices,value,USD/MWh,0.00,0.00
Bahamas,Average kerosene prices,value,USD/litre,0.00,0.00
Bahamas,Average diesel prices,value,USD/litre,0.00,0.00
Bahamas,Power demand,value,MW,232.50,232.50
Bahamas,Growth rate of power demand,value,%,0.00,0.00
Bahamas,Electrification rate,value,%,100.00,100.00
Bahamas,Population using solid fuels for cooking,value,%,0.00,0.00
Bahamas,Clean energy investments,value,USDm,0.00,0.00
Bahamas,Growth rate of clean energy investments,value,%,0.00,0.00
