name:en_var,type_var,2014
Score,score,1.15494
Enabling framework,param,1.28993
Clean energy policies,ind,0.12865
Power sector structure,ind,0.07368
Distributed energy regulatory framework,ind,0.0
Clean energy rural electrification,ind,0.04
Energy access policies,ind,0.0
Policy barriers,ind,0.02914
Clean energy installed capacity,ind,0.06386
Growth rate of installed capacity,ind,3e-05
Clean energy electricity generation,ind,0.02717
Growth rate of electricity generation,ind,0.03994
Biofuels production,ind,0.0
Growth rate biofuels production,ind,0.0
Average electricity spot prices,ind,0.07782
Average retail electricity prices,ind,0.03388
Average residential electricity prices,ind,0.0
Average commercial electricity prices,ind,0.0
Average industrial electricity prices,ind,0.0
Average kerosene prices,ind,0.0
Average diesel prices,ind,0.0
Growth rate of power demand,ind,0.0
Electrification rate,ind,0.0018
Population using solid fuels for cooking,ind,0.0
Financing and Investments,param,0.64062
Clean energy investments,ind,0.04627
Growth rate of clean energy investments,ind,0.02343
Asset finance investments,ind,0.0
Corporate finance investments,ind,0.0
VC/PE investments,ind,0.0
"Loans, grants, grant programs",ind,0.02091
Local investments,ind,0.0
Number of Green MFI,ind,0.01666
Green micro-loans,ind,0.00162
Green micro-borrowers,ind,0.00088
Average cost of green micro debt,ind,0.00535
Average cost of debt,ind,0.02697
Swap rate,ind,0.05009
Value chains,param,1.41776
Financial institutions in clean energy,ind,0.075
Value chains by clean energy sector,ind,0.12829
Distributed clean energy value chains by sector,ind,0.0
Clean energy service providers,ind,0.00938
Distributed clean energy service providers,ind,0.0
GHG management,param,1.56075
Carbon offsets historical activity,ind,0.15
CDM risk,ind,0.025
Carbon offsets future potential,ind,0.02161
GHG emissions reduction target,ind,0.0
GHG country registry,ind,0.0
GHG market-based instruments,ind,0.0
PMR & NAMA,ind,0.0
Voluntary GHG reporting by corporates,ind,0.0
Investor pressure – PRI signatories,ind,0.0
Corporate energy efficiency initiatives,ind,0.0
Corporate emission reduction policies,ind,0.0
Capacity building – env. business training,ind,0.0
Capacity building – think tanks,ind,0.0375
