name:es_aa,Cadenas de valor,Financiamiento y Inversión,Gestión de GEI,Marco Propicio,Puntaje
Andhra Pradesh,2.00657894737,0.573131851639,1.18212603953,1.2272907126,1.14116158857
Banglades,2.57086466165,0.963627304942,0.657193651248,1.2304820711,1.26548976686
Birmania,2.22086466165,0.262007975432,0.710670592999,0.647190830788,0.777209013143
China,5.0,1.29208220977,3.12315983581,1.56765344621,2.23316001679
Fujian,1.94078947368,0.761528076484,1.28684266746,1.38845198969,1.26798403999
Gansu,0.641447368421,2.04429551717,2.20350933412,1.51110715967,1.6444750244
Guangdong,2.42763157895,0.789550337812,2.20350933412,1.39851712273,1.4909430874
Gujarat,2.14144736842,0.674674796425,1.26545937286,1.40057044661,1.27366662876
Hebei,1.67763157895,0.893955765055,2.03684266746,1.44456218314,1.40318273973
Heilongjiang,1.34868421053,0.903236474238,1.70350933412,1.31985236754,1.25674092098
Hubei,1.41447368421,0.883171430848,1.62017600079,1.26966281036,1.22801400615
India,4.09868421053,0.845060325096,2.68196700619,1.45948462841,1.8544096314
Indonesia,3.64473684211,0.442298381816,2.40675761013,1.20025103437,1.52051409613
Jiangsu,2.05592105263,1.14470294559,2.12017600079,1.41870146693,1.53730602846
Jilin,1.03618421053,0.824853360882,2.20350933412,1.28883078286,1.24894235311
Karnataka,1.94078947368,0.906207545922,1.5987927062,1.91427945206,1.56851137158
Madhya Pradesh,0.720394736842,0.821668274243,0.765459372863,1.29458924861,0.987214298171
Maharashtra,2.06907894737,0.630134023117,1.18212603953,1.51399695407,1.2823197366
Nei Mongol,1.35855263158,1.29371160328,2.45350933412,1.35100291045,1.50032394002
Nepal,2.6530075188,0.555610002384,1.26485831049,1.39235251293,1.31130388028
Pakistán,4.13082706767,0.452694683547,0.809572699033,1.21133545737,1.36140255302
Punjab,1.03618421053,0.616066138426,1.3487927062,1.24493022758,1.04053847007
Qinghai,0.904605263158,2.13022733812,1.87017600079,1.55853038015,1.67869754309
Rajasthan,1.03289473684,1.14980691649,1.43212603953,1.37113185122,1.26314793189
Shandong,2.25986842105,0.837415451927,1.70350933412,1.46472387291,1.43162084802
Sichuan,1.81907894737,0.934778611604,2.12017600079,1.26747337606,1.37831117613
Sri Lanka,2.17368421053,0.367814904044,0.0769549543491,1.04067756533,0.864211372076
Tamil Nadu,2.40131578947,0.765838347171,1.68212603953,1.49719690892,1.44114654207
Tayikistan,0.763157894737,0.21983388868,0.801416053377,0.451215521072,0.48112246725
Uttar Pradesh,1.36842105263,0.400961398496,1.0987927062,1.16433065638,0.956102745926
Vietnam,2.99013157895,0.445121230898,1.99772178542,1.3263766328,1.41226502704
West Bengal,1.94078947368,0.332588857781,0.848792706196,1.31398863524,1.04380943841
Xinjiang,1.29934210526,1.63541981301,2.45350933412,1.61040830893,1.69771698338
Xizang,0.444078947368,1.01539202191,0.953509334122,1.39438487251,1.0720097978
Yunnan,1.29934210526,1.04194726706,2.45350933412,1.35180560564,1.41623413828
