name:es_var,type_var,2015,2014
Puntaje,score,0.642333496921,0.785559012605
Marco Propicio,param,0.741180975515,0.761270609288
Políticas de energía limpia,ind,0.0724394308604,0.0720872078881
Estructura del sector energético,ind,0.0490909090909,0.0375
Marco regulatorio de la energía distribuida,ind,0.0,0.0
Electrificación rural de energía limpia,ind,0.04,0.04
Políticas de acceso a la energía,ind,0.0,0.0
Obstáculos políticos,ind,0.00197530864198,0.0025
Capacidad instalada de energía limpia,ind,0.0,0.0
Tasa de crecimiento de la capacidad instalada,ind,0.0,0.0
Generación eléctrica de energía limpia,ind,0.0,0.0
Tasa de crecimiento de generación eléctrica,ind,0.0,0.0
Producción de biocombustibles,ind,0.0,0.0
Tasa de crecimiento de la producción de biocombustibles,ind,0.0,0.0
Precio promedio de la electricidad spot,ind,0.0,0.0
Precio promedio de la electricidad al por menor,ind,0.130966741613,0.150788382766
Precio promedio de la electricidad residencial,ind,0.0,0.0
Precio promedio de la electricidad comercial,ind,0.0,0.0
Precio promedio de la electricidad industrial,ind,0.0,0.0
Precio promedio de queroseno,ind,0.0,0.0
Precio promedio de diesel,ind,0.0,0.0
Tasa de crecimiento de la demanda de energía,ind,0.0,0.0
Tasa de electrificación,ind,0.002,0.00163265306122
Población que utiliza combustibles sólidos para cocinar,ind,0.0,0.0
Financiamiento y Inversión,param,0.363396671506,0.879818352439
Inversiones en energía limpia,ind,0.0,0.00159616254608
Tasa de crecimiento de las inversiones en energía limpia,ind,0.0,0.0
Inversiones en activos,ind,0.0,0.0
Inversiones en finanzas corporativas,ind,0.0,0.0
Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
"Préstamos, donaciones, programas de donaciones",ind,0.000359742718408,0.15
Inversiones locales,ind,0.0,0.0
Número de instituciones de microfinanzas verdes,ind,0.0,0.0
Microcréditos verdes,ind,0.0,0.0
Microprestatarios verdes,ind,0.0,0.0
Coste medio de la microdeuda verde,ind,0.0,0.0
Coste medio de la deuda,ind,0.0540164015905,0.0622600574713
Tasa swap,ind,0.0546428571429,0.0500892857143
Cadenas de valor,param,1.01644736842,0.884868421053
Instituciones financieras en relación a la energía limpia,ind,0.075,0.075
Cadenas de valor de energía limpia por sector,ind,0.0493421052632,0.0296052631579
Cadenas de valor de energía limpia distribuida por sector,ind,0.0,0.0
Proveedores de servicios de energía limpia,ind,0.028125,0.028125
Proveedores de servicios de energía limpia distribuida,ind,0.0,0.0
Gestión de GEI,param,0.5625,0.5625
Actividad histórica de derechos de emisión de carbono,ind,0.0,0.0
Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0,0.0
Potencial de proyectos,ind,0.0,0.0
Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0,0.0
Registro de GEI,ind,0.0,0.0
Instrumentos basados en el mercado,ind,0.0,0.0
Instrumentos de PMR & NAMA,ind,0.009375,0.009375
Iniciativa de reporte global,ind,0.0,0.0
Principios de inversión responsable,ind,0.0,0.0
Iniciativas de eficiencia energética,ind,0.0,0.0
Políticas de reducción de emisiones,ind,0.0,0.0
Formación empresarial centrada en el medioambiente,ind,0.0375,0.0375
‘Think tanks’ centrado en el medioambiente,ind,0.0375,0.0375
