name:en_aa,Enabling framework,Financing and Investments,GHG management,Score,Value chains
Andhra Pradesh,1.2272907126,0.573131851639,1.18212603953,1.14116158857,2.00657894737
Argentina,1.1712447476,0.301373639566,1.7309453385,1.24240047589,2.82565789474
Bahamas,0.465599180024,0.63983625731,0.416666666667,0.527039233413,0.575657894737
Bangladesh,1.2304820711,0.963627304942,0.657193651248,1.26548976686,2.57086466165
Barbados,0.761270609288,0.879818352439,0.5625,0.785559012605,0.884868421053
Belize,1.30835170947,0.674116124214,1.05282985232,0.978236841005,0.631578947368
Bolivia,0.648963044475,1.09728064655,1.33202851396,0.912422373058,0.825657894737
Botswana,0.770011374387,0.302006355171,0.393240600051,0.62245156887,1.09906015038
Brazil,2.13580676277,0.574042860642,3.23665559959,2.17321811376,4.40789473684
Cameroon,0.733725178723,0.274760768915,0.884382085007,0.645774863035,0.914661654135
Chile,1.3839077707,0.791184738546,3.47914926628,1.79042249873,3.18421052632
China,1.56765344621,1.29208220977,3.12315983581,2.23316001679,5.0
Colombia,0.980636009613,0.656087775663,2.94950224099,1.32953238848,1.98684210526
Costa Rica,1.25324657648,1.05453439892,2.41317950436,1.44805692856,1.78947368421
Côte d'Ivoire,1.06111640577,0.0451427873396,0.418605529886,0.687039626488,1.24172932331
DR Congo,0.79927357305,0.663980702792,0.904959802709,0.852241595426,1.31729323308
Dominican Republic,1.5400061023,0.307517045632,2.1167967524,1.15998759379,0.894736842105
Ecuador,1.00387118198,0.710195829977,1.58648238444,0.960638789979,0.720394736842
El Salvador,1.32962298125,1.12359865881,0.852182613699,1.12208512957,0.835526315789
Ethiopia,1.29593705492,0.634631083054,0.96616352332,1.24808717162,2.62932330827
Fujian,1.38845198969,0.761528076484,1.28684266746,1.26798403999,1.94078947368
Gansu,1.51110715967,2.04429551717,2.20350933412,1.6444750244,0.641447368421
Ghana,1.17109693098,0.166646909155,1.77327825021,1.15102232703,2.44398496241
Guangdong,1.39851712273,0.789550337812,2.20350933412,1.4909430874,2.42763157895
Guatemala,1.32052097186,0.613303905547,1.44648011827,1.09652696599,1.21710526316
Gujarat,1.40057044661,0.674674796425,1.26545937286,1.27366662876,2.14144736842
Guyana,0.602206659396,0.818537386999,0.705901097939,0.602197465602,0.0657894736842
Haiti,0.921195776385,0.378862926078,0.071337373318,0.729285162796,1.57631578947
Hebei,1.44456218314,0.893955765055,2.03684266746,1.40318273973,1.67763157895
Heilongjiang,1.31985236754,0.903236474238,1.70350933412,1.25674092098,1.34868421053
Honduras,1.28993088395,0.64061962797,1.56075050238,1.15493529101,1.41776315789
Hubei,1.26966281036,0.883171430848,1.62017600079,1.22801400615,1.41447368421
India,1.45948462841,0.845060325096,2.68196700619,1.8544096314,4.09868421053
Indonesia,1.20025103437,0.442298381816,2.40675761013,1.52051409613,3.64473684211
Jamaica,1.00039798908,0.242477307833,1.17628558849,0.803292594675,1.02631578947
Jiangsu,1.41870146693,1.14470294559,2.12017600079,1.53730602846,2.05592105263
Jilin,1.28883078286,0.824853360882,2.20350933412,1.24894235311,1.03618421053
Karnataka,1.91427945206,0.906207545922,1.5987927062,1.56851137158,1.94078947368
Kenya,1.56412403197,0.962366132984,1.74349798642,1.72572437621,3.66560150376
Liberia,1.43852508013,0.516607816662,0.183486719535,0.912398467688,1.02988721805
Madhya Pradesh,1.29458924861,0.821668274243,0.765459372863,0.987214298171,0.720394736842
Maharashtra,1.51399695407,0.630134023117,1.18212603953,1.2823197366,2.06907894737
Malawi,1.20691534923,0.123146201844,1.01479628921,0.914664406032,1.61823308271
Mexico,0.898183457537,1.11633177015,3.02434065863,1.57019243391,2.81578947368
Mozambique,0.843875605277,0.311632836588,0.819278754332,0.788151831049,1.56146616541
Myanmar,0.647190830788,0.262007975432,0.710670592999,0.777209013143,2.22086466165
Nei Mongol,1.35100291045,1.29371160328,2.45350933412,1.50032394002,1.35855263158
Nepal,1.39235251293,0.555610002384,1.26485831049,1.31130388028,2.6530075188
Nicaragua,1.37736039534,1.16280939281,1.61119782908,1.31515086087,1.15789473684
Nigeria,1.18842537531,0.382117919799,0.986135733009,1.23219280331,3.29511278195
Pakistan,1.21133545737,0.452694683547,0.809572699033,1.36140255302,4.13082706767
Panama,1.39162777084,0.891200247172,0.912425262994,1.11383549825,1.01973684211
Paraguay,0.667611896339,0.346887554188,1.26360108336,0.590256450453,0.197368421053
Peru,1.39842462386,0.882568976272,2.45961547674,1.49999075867,2.04605263158
Punjab,1.24493022758,0.616066138426,1.3487927062,1.04053847007,1.03618421053
Qinghai,1.55853038015,2.13022733812,1.87017600079,1.67869754309,0.904605263158
Rajasthan,1.37113185122,1.14980691649,1.43212603953,1.26314793189,1.03289473684
Rwanda,1.72120324716,0.434185329323,0.666666666667,1.1952190966,1.85507518797
Senegal,1.15331106408,0.138837087496,0.440997944299,0.892865845028,2.15827067669
Shandong,1.46472387291,0.837415451927,1.70350933412,1.43162084802,2.25986842105
Sichuan,1.26747337606,0.934778611604,2.12017600079,1.37831117613,1.81907894737
Sierra Leone,0.984390137734,0.575008429223,0.265051784893,0.742933644828,0.912781954887
South africa,0.991827333118,1.53131065414,2.77953952083,1.92437084709,4.34210526316
Sri Lanka,1.04067756533,0.367814904044,0.0769549543491,0.864211372076,2.17368421053
Suriname,0.218313641037,0.46611197378,0.333854229532,0.306842446137,0.197368421053
Tajikistan,0.451215521072,0.21983388868,0.801416053377,0.48112246725,0.763157894737
Tamil Nadu,1.49719690892,0.765838347171,1.68212603953,1.44114654207,2.40131578947
Tanzania,1.31650815308,0.344007174611,0.972641806873,1.22666033126,3.00639097744
Trinidad and Tobago,0.240465824825,0.865545494271,0.586203532294,0.538517350161,0.631578947368
Uganda,1.32129424833,0.487560046103,1.68411749067,1.51623792323,3.92556390977
Uruguay,1.43299461126,2.02727913772,2.65258544779,1.75344703457,1.16118421053
Uttar Pradesh,1.16433065638,0.400961398496,1.0987927062,0.956102745926,1.36842105263
Venezuela,0.106949406258,0.190447918741,0.597196856438,0.322717350802,0.888157894737
Vietnam,1.3263766328,0.445121230898,1.99772178542,1.41226502704,2.99013157895
West Bengal,1.31398863524,0.332588857781,0.848792706196,1.04380943841,1.94078947368
Xinjiang,1.61040830893,1.63541981301,2.45350933412,1.69771698338,1.29934210526
Xizang,1.39438487251,1.01539202191,0.953509334122,1.0720097978,0.444078947368
Yunnan,1.35180560564,1.04194726706,2.45350933412,1.41623413828,1.29934210526
Zambia,0.985798347051,0.368834220371,1.34020830564,1.06529596356,2.39530075188
Zimbabwe,0.869198432399,0.271581505973,0.96743924782,0.764081741999,1.26541353383
